Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,Company
2/28/18,179.26,180.615,178.05,178.12,33604574,0,1,179.26,180.615,178.05,178.12,33604574,Apple
2/27/18,179.1,180.48,178.16,178.39,38685165,0,1,179.1,180.48,178.16,178.39,38685165,Apple
2/26/18,176.35,179.39,176.21,178.97,36886432,0,1,176.35,179.39,176.21,178.97,36886432,Apple
2/23/18,173.67,175.65,173.54,175.555,33329232,0,1,173.67,175.65,173.54,175.555,33329232,Apple
2/22/18,171.8,173.95,171.71,172.6,30504116,0,1,171.8,173.95,171.71,172.6,30504116,Apple
2/21/18,172.83,174.12,171.01,171.07,35833514,0,1,172.83,174.12,171.01,171.07,35833514,Apple
2/20/18,172.05,174.26,171.42,171.85,33531012,0,1,172.05,174.26,171.42,171.85,33531012,Apple
2/16/18,172.36,174.82,171.77,172.43,39638793,0,1,172.36,174.82,171.77,172.43,39638793,Apple
2/15/18,169.79,173.09,169,172.99,50609595,0,1,169.79,173.09,169,172.99,50609595,Apple
2/14/18,163.045,167.54,162.88,167.37,39669178,0,1,163.045,167.54,162.88,167.37,39669178,Apple
2/13/18,161.95,164.75,161.65,164.34,32104756,0,1,161.95,164.75,161.65,164.34,32104756,Apple
2/12/18,158.5,163.89,157.51,162.71,60560145,0,1,158.5,163.89,157.51,162.71,60560145,Apple
2/9/18,157.07,157.89,150.24,155.97,66723743,0,1,157.07,157.89,150.24,155.97,66723743,Apple
2/8/18,160.29,161,155.03,155.32,49594129,0,1,160.29,161,155.03,155.32,49594129,Apple
2/7/18,163.085,163.4,159.0685,159.54,50852130,0,1,163.085,163.4,159.0685,159.54,50852130,Apple
2/6/18,154.83,163.72,154,163.03,66625484,0,1,154.83,163.72,154,163.03,66625484,Apple
2/5/18,159.1,163.88,156,157.49,66090446,0,1,159.1,163.88,156,157.49,66090446,Apple
2/2/18,166,166.8,160.1,160.37,85436075,0,1,166,166.8,160.1,160.37,85436075,Apple
2/1/18,167.165,168.62,166.76,167.78,38099665,0,1,167.165,168.62,166.76,167.78,38099665,Apple
1/31/18,166.87,168.4417,166.5,167.43,30984099,0,1,166.87,168.4417,166.5,167.43,30984099,Apple
1/30/18,165.525,167.37,164.7,166.97,45137026,0,1,165.525,167.37,164.7,166.97,45137026,Apple
1/29/18,170.16,170.16,167.07,167.96,48434424,0,1,170.16,170.16,167.07,167.96,48434424,Apple
1/26/18,172,172,170.06,171.51,37121805,0,1,172,172,170.06,171.51,37121805,Apple
1/25/18,174.505,174.95,170.53,171.11,39661804,0,1,174.505,174.95,170.53,171.11,39661804,Apple
1/24/18,177.25,177.3,173.2,174.22,50562257,0,1,177.25,177.3,173.2,174.22,50562257,Apple
1/23/18,177.3,179.44,176.82,177.04,31702531,0,1,177.3,179.44,176.82,177.04,31702531,Apple
1/22/18,177.3,177.78,176.6016,177,26023683,0,1,177.3,177.78,176.6016,177,26023683,Apple
1/19/18,178.61,179.58,177.41,178.46,30827809,0,1,178.61,179.58,177.41,178.46,30827809,Apple
1/18/18,179.37,180.1,178.25,179.26,30234512,0,1,179.37,180.1,178.25,179.26,30234512,Apple
1/17/18,176.15,179.25,175.07,179.1,32752734,0,1,176.15,179.25,175.07,179.1,32752734,Apple
1/16/18,177.9,179.39,176.14,176.19,29159005,0,1,177.9,179.39,176.14,176.19,29159005,Apple
1/12/18,176.18,177.36,175.65,177.09,25039531,0,1,176.18,177.36,175.65,177.09,25039531,Apple
1/11/18,174.59,175.4886,174.49,175.28,17523256,0,1,174.59,175.4886,174.49,175.28,17523256,Apple
1/10/18,173.16,174.3,173,174.29,23589129,0,1,173.16,174.3,173,174.29,23589129,Apple
1/9/18,174.55,175.06,173.41,174.33,21262614,0,1,174.55,175.06,173.41,174.33,21262614,Apple
1/8/18,174.35,175.61,173.93,174.35,20134092,0,1,174.35,175.61,173.93,174.35,20134092,Apple
1/5/18,173.44,175.37,173.05,175,23016177,0,1,173.44,175.37,173.05,175,23016177,Apple
1/4/18,172.54,173.47,172.08,173.03,22211345,0,1,172.54,173.47,172.08,173.03,22211345,Apple
1/3/18,172.53,174.55,171.96,172.23,28819653,0,1,172.53,174.55,171.96,172.23,28819653,Apple
1/2/18,170.16,172.3,169.26,172.26,25048048,0,1,170.16,172.3,169.26,172.26,25048048,Apple
12/29/17,170.52,170.59,169.22,169.23,25643711,0,1,170.52,170.59,169.22,169.23,25643711,Apple
12/28/17,171,171.85,170.48,171.08,15997739,0,1,171,171.85,170.48,171.08,15997739,Apple
12/27/17,170.1,170.78,169.71,170.6,21672062,0,1,170.1,170.78,169.71,170.6,21672062,Apple
12/26/17,170.8,171.47,169.679,170.57,32968167,0,1,170.8,171.47,169.679,170.57,32968167,Apple
12/22/17,174.68,175.424,174.5,175.01,16052615,0,1,174.68,175.424,174.5,175.01,16052615,Apple
12/21/17,174.17,176.02,174.1,175.01,20356826,0,1,174.17,176.02,174.1,175.01,20356826,Apple
12/20/17,174.87,175.42,173.25,174.35,23000392,0,1,174.87,175.42,173.25,174.35,23000392,Apple
12/19/17,175.03,175.39,174.09,174.54,27078872,0,1,175.03,175.39,174.09,174.54,27078872,Apple
12/18/17,174.88,177.2,174.86,176.42,28831533,0,1,174.88,177.2,174.86,176.42,28831533,Apple
12/15/17,173.63,174.17,172.46,173.87,37054632,0,1,173.63,174.17,172.46,173.87,37054632,Apple
12/14/17,172.4,173.13,171.65,172.22,20219307,0,1,172.4,173.13,171.65,172.22,20219307,Apple
12/13/17,172.5,173.54,172,172.27,23142242,0,1,172.5,173.54,172,172.27,23142242,Apple
12/12/17,172.15,172.39,171.461,171.7,18945457,0,1,172.15,172.39,171.461,171.7,18945457,Apple
12/11/17,169.2,172.89,168.79,172.67,33092051,0,1,169.2,172.89,168.79,172.67,33092051,Apple
12/8/17,170.49,171,168.82,169.37,23096872,0,1,170.49,171,168.82,169.37,23096872,Apple
12/7/17,169.03,170.44,168.91,169.452,24469613,0,1,169.03,170.44,168.91,169.452,24469613,Apple
12/6/17,167.5,170.2047,166.46,169.01,28224357,0,1,167.5,170.2047,166.46,169.01,28224357,Apple
12/5/17,169.06,171.52,168.4,169.64,27008428,0,1,169.06,171.52,168.4,169.64,27008428,Apple
12/4/17,172.48,172.62,169.63,169.8,32115052,0,1,172.48,172.62,169.63,169.8,32115052,Apple
12/1/17,169.95,171.67,168.5,171.05,39590080,0,1,169.95,171.67,168.5,171.05,39590080,Apple
11/30/17,170.43,172.14,168.44,171.85,40172368,0,1,170.43,172.14,168.44,171.85,40172368,Apple
11/29/17,172.63,172.92,167.16,169.48,40788324,0,1,172.63,172.92,167.16,169.48,40788324,Apple
11/28/17,174.3,174.87,171.86,173.07,25468442,0,1,174.3,174.87,171.86,173.07,25468442,Apple
11/27/17,175.05,175.08,173.34,174.09,20536313,0,1,175.05,175.08,173.34,174.09,20536313,Apple
11/24/17,175.1,175.5,174.6459,174.97,14026519,0,1,175.1,175.5,174.6459,174.97,14026519,Apple
11/22/17,173.36,175,173.05,174.96,24997274,0,1,173.36,175,173.05,174.96,24997274,Apple
11/21/17,170.78,173.7,170.78,173.14,24875471,0,1,170.78,173.7,170.78,173.14,24875471,Apple
11/20/17,170.29,170.56,169.56,169.98,15974387,0,1,170.29,170.56,169.56,169.98,15974387,Apple
11/17/17,171.04,171.39,169.64,170.15,21665811,0,1,171.04,171.39,169.64,170.15,21665811,Apple
11/16/17,171.18,171.87,170.3,171.1,23497326,0,1,171.18,171.87,170.3,171.1,23497326,Apple
11/15/17,169.97,170.3197,168.38,169.08,28702351,0,1,169.97,170.3197,168.38,169.08,28702351,Apple
11/14/17,173.04,173.48,171.18,171.34,23588451,0,1,173.04,173.48,171.18,171.34,23588451,Apple
11/13/17,173.5,174.5,173.4,173.97,16828025,0,1,173.5,174.5,173.4,173.97,16828025,Apple
11/10/17,175.11,175.38,174.27,174.67,25061183,0,1,175.11,175.38,174.27,174.67,25061183,Apple
11/9/17,175.11,176.095,173.14,175.88,28636531,0,1,175.11,176.095,173.14,175.88,28636531,Apple
11/7/17,173.91,175.25,173.6,174.81,23910914,0,1,173.91,175.25,173.6,174.81,23910914,Apple
11/6/17,172.365,174.99,171.72,174.25,34242566,0,1,172.365,174.99,171.72,174.25,34242566,Apple
11/3/17,174,174.26,171.12,172.5,58683826,0,1,174,174.26,171.12,172.5,58683826,Apple
11/2/17,167.64,168.5,165.28,168.11,32710040,0,1,167.64,168.5,165.28,168.11,32710040,Apple
11/1/17,169.87,169.94,165.61,166.89,33100847,0,1,169.87,169.94,165.61,166.89,33100847,Apple
10/31/17,167.9,169.6499,166.94,169.04,35474672,0,1,167.9,169.6499,166.94,169.04,35474672,Apple
10/30/17,163.89,168.07,163.72,166.72,43923292,0,1,163.89,168.07,163.72,166.72,43923292,Apple
10/27/17,159.29,163.6,158.7,163.05,43904150,0,1,159.29,163.6,158.7,163.05,43904150,Apple
10/26/17,157.23,157.8295,156.78,157.41,16751691,0,1,157.23,157.8295,156.78,157.41,16751691,Apple
10/25/17,156.91,157.55,155.27,156.405,20126554,0,1,156.91,157.55,155.27,156.405,20126554,Apple
10/24/17,156.29,157.42,156.2,157.1,17137731,0,1,156.29,157.42,156.2,157.1,17137731,Apple
10/23/17,156.89,157.69,155.5,156.17,21654461,0,1,156.89,157.69,155.5,156.17,21654461,Apple
10/20/17,156.61,157.75,155.96,156.16,23612246,0,1,156.61,157.75,155.96,156.16,23612246,Apple
10/19/17,156.75,157.08,155.02,155.98,42111326,0,1,156.75,157.08,155.02,155.98,42111326,Apple
10/18/17,160.42,160.71,159.6,159.76,16158659,0,1,160.42,160.71,159.6,159.76,16158659,Apple
10/17/17,159.78,160.87,159.23,160.47,18816438,0,1,159.78,160.87,159.23,160.47,18816438,Apple
10/16/17,157.9,160,157.65,159.88,23894630,0,1,157.9,160,157.65,159.88,23894630,Apple
10/13/17,156.73,157.28,156.41,156.99,16287608,0,1,156.73,157.28,156.41,156.99,16287608,Apple
10/12/17,156.35,157.37,155.7299,156,16045720,0,1,156.35,157.37,155.7299,156,16045720,Apple
10/11/17,155.97,156.98,155.75,156.55,16607693,0,1,155.97,156.98,155.75,156.55,16607693,Apple
10/10/17,156.055,158,155.1,155.9,15456331,0,1,156.055,158,155.1,155.9,15456331,Apple
10/9/17,155.81,156.73,155.485,155.84,16200129,0,1,155.81,156.73,155.485,155.84,16200129,Apple
10/6/17,154.97,155.49,154.56,155.3,16423749,0,1,154.97,155.49,154.56,155.3,16423749,Apple
10/5/17,154.18,155.44,154.05,155.39,21032800,0,1,154.18,155.44,154.05,155.39,21032800,Apple
10/4/17,153.63,153.86,152.46,153.4508,19844177,0,1,153.63,153.86,152.46,153.4508,19844177,Apple
10/3/17,154.01,155.09,153.91,154.48,16146388,0,1,154.01,155.09,153.91,154.48,16146388,Apple
10/2/17,154.26,154.45,152.72,153.81,18524860,0,1,154.26,154.45,152.72,153.81,18524860,Apple
9/29/17,153.21,154.13,152,154.12,25856530,0,1,153.21,154.13,152,154.12,25856530,Apple
9/28/17,153.89,154.28,152.7,153.28,21896592,0,1,153.89,154.28,152.7,153.28,21896592,Apple
9/27/17,153.8,154.7189,153.54,154.23,24959552,0,1,153.8,154.7189,153.54,154.23,24959552,Apple
9/26/17,151.78,153.92,151.69,153.14,35470985,0,1,151.78,153.92,151.69,153.14,35470985,Apple
9/25/17,149.99,151.83,149.16,150.55,43922334,0,1,149.99,151.83,149.16,150.55,43922334,Apple
9/22/17,152.02,152.27,150.56,151.89,46114424,0,1,152.02,152.27,150.56,151.89,46114424,Apple
9/21/17,155.8,155.8,152.75,153.39,36643382,0,1,155.8,155.8,152.75,153.39,36643382,Apple
9/20/17,157.9,158.26,153.83,156.07,51693239,0,1,157.9,158.26,153.83,156.07,51693239,Apple
9/19/17,159.51,159.77,158.44,158.73,20347352,0,1,159.51,159.77,158.44,158.73,20347352,Apple
9/18/17,160.11,160.5,157.995,158.67,27939718,0,1,160.11,160.5,157.995,158.67,27939718,Apple
9/15/17,158.47,160.97,158,159.88,48203642,0,1,158.47,160.97,158,159.88,48203642,Apple
9/14/17,158.99,159.4,158.09,158.28,23073646,0,1,158.99,159.4,158.09,158.28,23073646,Apple
9/13/17,159.87,159.96,157.91,159.65,44393752,0,1,159.87,159.96,157.91,159.65,44393752,Apple
9/12/17,162.61,163.96,158.77,160.82,71139119,0,1,162.61,163.96,158.77,160.82,71139119,Apple
9/11/17,160.5,162.05,159.89,161.5,31028926,0,1,160.5,162.05,159.89,161.5,31028926,Apple
9/8/17,160.86,161.15,158.53,158.63,28183159,0,1,160.86,161.15,158.53,158.63,28183159,Apple
9/7/17,162.09,162.24,160.36,161.26,21722995,0,1,162.09,162.24,160.36,161.26,21722995,Apple
9/6/17,162.71,162.99,160.52,161.91,21179047,0,1,162.71,162.99,160.52,161.91,21179047,Apple
9/5/17,163.75,164.25,160.56,162.08,29317054,0,1,163.75,164.25,160.56,162.08,29317054,Apple
9/1/17,164.8,164.94,163.63,164.05,16508568,0,1,164.8,164.94,163.63,164.05,16508568,Apple
8/31/17,163.64,164.52,163.48,164,26412439,0,1,163.64,164.52,163.48,164,26412439,Apple
8/30/17,163.8,163.89,162.61,163.35,26973946,0,1,163.8,163.89,162.61,163.35,26973946,Apple
8/29/17,160.1,163.12,160,162.91,29307862,0,1,160.1,163.12,160,162.91,29307862,Apple
8/28/17,160.14,162,159.93,161.47,25279674,0,1,160.14,162,159.93,161.47,25279674,Apple
8/25/17,159.65,160.56,159.27,159.86,25015218,0,1,159.65,160.56,159.27,159.86,25015218,Apple
8/24/17,160.43,160.74,158.55,159.27,19029621,0,1,160.43,160.74,158.55,159.27,19029621,Apple
8/23/17,159.07,160.47,158.88,159.98,19198189,0,1,159.07,160.47,158.88,159.98,19198189,Apple
8/22/17,158.23,160,158.02,159.78,21297812,0,1,158.23,160,158.02,159.78,21297812,Apple
8/21/17,157.5,157.89,155.1101,157.21,26145653,0,1,157.5,157.89,155.1101,157.21,26145653,Apple
8/18/17,157.86,159.5,156.72,157.5,27012525,0,1,157.86,159.5,156.72,157.5,27012525,Apple
8/17/17,160.52,160.71,157.84,157.87,26925694,0,1,160.52,160.71,157.84,157.87,26925694,Apple
8/16/17,161.94,162.51,160.15,160.95,27321761,0,1,161.94,162.51,160.15,160.95,27321761,Apple
8/15/17,160.66,162.195,160.14,161.6,27936774,0,1,160.66,162.195,160.14,161.6,27936774,Apple
8/14/17,159.32,160.21,158.75,159.85,21754810,0,1,159.32,160.21,158.75,159.85,21754810,Apple
8/11/17,156.6,158.5728,156.07,157.48,25943187,0,1,156.6,158.5728,156.07,157.48,25943187,Apple
8/10/17,159.9,160,154.63,155.27,39081017,0.63,1,159.9,160,154.63,155.27,39081017,Apple
8/9/17,159.26,161.27,159.11,161.06,25640394,0,1,158.6164221,160.6182996,158.4670282,160.4091482,25640394,Apple
8/8/17,158.6,161.83,158.27,160.08,35775675,0,1,157.9590892,161.1760366,157.6304227,159.4331084,35775675,Apple
8/4/17,156.07,157.4,155.69,156.39,20349532,0,1,155.439313,156.7639384,155.0608486,155.7580199,20349532,Apple
8/3/17,157.05,157.21,155.02,155.57,26000738,0,1,156.4153528,156.5747062,154.3935561,154.9413335,26000738,Apple
8/2/17,159.28,159.75,156.16,157.14,69222793,0,1,158.6363412,159.1044419,155.5289493,156.5049891,69222793,Apple
8/1/17,149.1,150.22,148.41,150.05,24725526,0,1,148.4974792,149.6129532,147.8102675,149.4436402,24725526,Apple
7/31/17,149.9,150.33,148.13,148.85,19422655,0,1,149.2942463,149.7225087,147.531399,148.2484894,19422655,Apple
7/28/17,149.89,150.23,149.19,149.5,16832947,0,1,149.2842867,149.6229128,148.5871155,148.8958627,16832947,Apple
7/27/17,153.75,153.99,147.3,150.56,32175875,0,1,153.1286883,153.3677184,146.704753,149.9515792,32175875,Apple
7/26/17,153.35,153.93,153.06,153.46,15172136,0,1,152.7303047,153.3079609,152.4414766,152.8398602,15172136,Apple
7/25/17,151.8,153.84,151.8,152.74,18612649,0,1,151.1865683,153.2183246,151.1865683,152.1227697,18612649,Apple
7/24/17,150.58,152.44,149.9,152.09,21122730,0,1,149.9714984,151.823982,149.2942463,151.4753964,21122730,Apple
7/21/17,149.99,150.44,148.88,150.27,24671002,0,1,149.3838826,149.8320641,148.2783682,149.6627511,24671002,Apple
7/20/17,151.5,151.74,150.19,150.34,17053326,0,1,150.8877806,151.1268108,149.5830744,149.7324682,17053326,Apple
7/19/17,150.48,151.42,149.95,151.02,20615419,0,1,149.8719025,150.8081039,149.3440443,150.4097203,20615419,Apple
7/18/17,149.2,150.13,148.67,150.08,17713795,0,1,148.597075,149.5233169,148.0692168,149.4735189,17713795,Apple
7/17/17,148.82,150.9,148.57,149.56,23243713,0,1,148.2186106,150.2902053,147.9696209,148.9556203,23243713,Apple
7/14/17,147.97,149.33,147.33,149.04,19961788,0,1,147.3720455,148.7265497,146.7346318,148.4377216,19961788,Apple
7/13/17,145.5,148.49,145.44,147.77,24922788,0,1,144.9120269,147.8899442,144.8522694,147.1728538,24922788,Apple
7/12/17,145.87,146.18,144.82,145.74,23617964,0,1,145.2805318,145.589279,144.2347749,145.1510571,23617964,Apple
7/11/17,144.73,145.85,144.38,145.53,18311156,0,1,144.1451386,145.2606126,143.7965529,144.9419057,18311156,Apple
7/10/17,144.11,145.95,143.37,145.06,21030466,0,1,143.527644,145.3602085,142.7906344,144.473805,21030466,Apple
7/7/17,142.9,144.75,142.9,144.18,18505351,0,1,142.3225337,144.1650577,142.3225337,143.5973611,18505351,Apple
7/6/17,143.02,143.5,142.41,142.73,23374374,0,1,142.4420487,142.920109,141.8345138,142.1532207,23374374,Apple
7/5/17,143.69,144.79,142.7237,144.09,20758795,0,1,143.1093412,144.2048961,142.1469461,143.5077248,20758795,Apple
7/3/17,144.88,145.3001,143.1,143.5,14276812,0,1,144.2945324,144.7129347,142.5217255,142.920109,14276812,Apple
6/30/17,144.45,144.96,143.78,144.02,22328979,0,1,143.86627,144.3742091,143.1989775,143.4380077,22328979,Apple
6/29/17,144.71,145.13,142.28,143.68,31116980,0,1,144.1252194,144.5435221,141.7050391,143.0993817,31116980,Apple
6/28/17,144.49,146.11,143.1601,145.83,21915939,0,1,143.9061084,145.5195619,142.5815826,145.2406934,21915939,Apple
6/27/17,145.01,146.16,143.62,143.74,24423643,0,1,144.4240071,145.5693598,143.0396241,143.1591392,24423643,Apple
6/26/17,147.17,148.28,145.38,145.82,25524661,0,1,146.5752784,147.6807928,144.7925119,145.2307338,25524661,Apple
6/23/17,145.13,147.16,145.11,146.35,25997976,0,1,144.5435221,146.5653188,144.523603,145.758592,25997976,Apple
6/22/17,145.77,146.7,145.1199,145.63,18673365,0,1,145.1809359,146.1071777,144.5334629,145.0415016,18673365,Apple
6/21/17,145.52,146.0693,144.61,145.87,21064679,0,1,144.9319461,145.4790264,144.0256235,145.2805318,21064679,Apple
6/20/17,146.87,146.87,144.94,145.01,24572170,0,1,146.2764907,146.2764907,144.3542899,144.4240071,24572170,Apple
6/19/17,143.66,146.74,143.66,146.34,31449132,0,1,143.0794625,146.147016,143.0794625,145.7486325,31449132,Apple
6/16/17,143.78,144.5,142.2,142.27,49180748,0,1,143.1989775,143.916068,141.6253624,141.6950795,49180748,Apple
6/15/17,143.32,144.4798,142.21,144.29,31348832,0,1,142.7408364,143.8959496,141.635322,143.7069166,31348832,Apple
6/14/17,147.5,147.5,143.84,145.16,31224203,0,1,146.9039448,146.9039448,143.2587351,144.5734009,31224203,Apple
6/13/17,147.16,147.45,145.15,146.59,33749154,0,1,146.5653188,146.8541469,144.5634413,145.9976222,33749154,Apple
6/12/17,145.74,146.09,142.51,145.32,71563614,0,1,145.1510571,145.4996427,141.9341097,144.7327543,71563614,Apple
6/9/17,155.19,155.19,146.02,148.98,64176149,0,1,154.5628691,154.5628691,145.4299256,148.3779641,64176149,Apple
6/8/17,155.25,155.54,154.4,154.99,20771367,0,1,154.6226267,154.9114548,153.7760616,154.3636774,20771367,Apple
6/7/17,155.02,155.98,154.48,155.37,20678772,0,1,154.3935561,155.3496767,153.8557383,154.7421418,20678772,Apple
6/6/17,153.9,155.81,153.78,154.45,26249630,0,1,153.2780821,155.1803637,153.158567,153.8258595,26249630,Apple
6/5/17,154.34,154.45,153.46,153.93,24803858,0,1,153.716304,153.8258595,152.8398602,153.3079609,24803858,Apple
6/2/17,153.58,155.45,152.89,155.45,27285861,0,1,152.9593752,154.8218185,152.2721636,154.8218185,27285861,Apple
6/1/17,153.17,153.33,152.22,153.18,16180143,0,1,152.5510321,152.7103855,151.6048711,152.5609917,16180143,Apple
5/31/17,153.97,154.17,152.38,152.76,23162873,0,1,153.3477992,153.546991,151.7642245,152.1426889,23162873,Apple
5/30/17,153.42,154.43,153.33,153.67,20034934,0,1,152.8000218,153.8059403,152.7103855,153.0490115,20034934,Apple
5/26/17,154,154.24,153.31,153.61,21632202,0,1,153.377678,153.6167081,152.6904663,152.989254,21632202,Apple
5/25/17,153.73,154.35,153.03,153.87,19044463,0,1,153.1087691,153.7262636,152.4115978,153.2482033,19044463,Apple
5/24/17,153.84,154.17,152.67,153.34,19118319,0,1,153.2183246,153.546991,152.0530526,152.7203451,19118319,Apple
5/23/17,154.9,154.9,153.31,153.8,19430358,0,1,154.2740411,154.2740411,152.6904663,153.1784862,19430358,Apple
5/22/17,154,154.58,152.91,153.99,22340069,0,1,153.377678,153.9553342,152.2920827,153.3677184,22340069,Apple
5/19/17,153.38,153.98,152.63,152.96,26733798,0,1,152.7601835,153.3577588,152.0132142,152.3418807,26733798,Apple
5/18/17,151.27,153.34,151.13,152.54,33159664,0,1,150.6587101,152.7203451,150.5192758,151.9235779,33159664,Apple
5/17/17,153.6,154.57,149.71,150.25,49482818,0,1,152.9792944,153.9453746,149.1050141,149.6428319,49482818,Apple
5/16/17,155.94,156.06,154.72,155.47,19904679,0,1,155.3098384,155.4293534,154.0947684,154.8417377,19904679,Apple
5/15/17,156.01,156.65,155.05,155.7,25700983,0,1,155.3795555,156.0169692,154.4234349,155.0708082,25700983,Apple
5/12/17,154.7,156.42,154.67,156.1,32221756,0,1,154.0748493,155.7878987,154.0449705,155.4691918,32221756,Apple
5/11/17,152.45,154.07,152.31,153.95,25596687,0.63,1,151.8339416,153.4473951,151.6945074,153.3278801,25596687,Apple
5/10/17,153.63,153.94,152.11,153.26,25670456,0,1,152.3855752,152.6930641,150.8778874,152.0185722,25670456,Apple
5/9/17,153.87,154.88,153.45,153.96,35942435,0,1,152.6236312,153.62545,152.2070332,152.7129021,35942435,Apple
5/8/17,149.03,153.7,149.03,153,48339210,0,1,147.8228358,152.4550082,147.8228358,151.7606783,48339210,Apple
5/5/17,146.76,148.98,146.76,148.96,26787359,0,1,145.5712232,147.7732408,145.5712232,147.7534028,26787359,Apple
5/4/17,146.52,147.14,145.81,146.53,23275690,0,1,145.3331672,145.9481451,144.6289183,145.3430862,23275690,Apple
5/3/17,145.59,147.49,144.27,147.06,45142806,0,1,144.4107003,146.2953101,143.1013925,145.8687931,45142806,Apple
5/2/17,147.54,148.09,146.84,147.51,39752670,0,1,146.3449051,146.89045,145.6505752,146.3151481,39752670,Apple
5/1/17,145.1,147.2,144.96,146.6,32818760,0,1,143.9246694,146.0076591,143.7858034,145.4125192,32818760,Apple
4/28/17,144.09,144.3,143.27,143.65,20247187,0,1,142.9228505,143.1311495,142.1094927,142.4864146,20247187,Apple
4/27/17,143.9225,144.16,143.31,143.79,13948980,0,1,142.7567073,142.9922835,142.1491687,142.6252806,13948980,Apple
4/26/17,144.47,144.6,143.3762,143.6508,19614287,0,1,143.2997725,143.4287195,142.2148324,142.4872081,19614287,Apple
4/25/17,143.91,144.9,143.87,144.54,18216472,0,1,142.7443086,143.7262894,142.7046326,143.3692055,18216472,Apple
4/24/17,143.5,143.95,143.18,143.64,17116599,0,1,142.3376296,142.7839846,142.0202217,142.4764956,17116599,Apple
4/21/17,142.44,142.68,141.85,142.27,17320928,0,1,141.2862158,141.5242717,140.7009949,141.1175928,17320928,Apple
4/20/17,141.22,142.92,141.16,142.44,23319562,0,1,140.0760979,141.7623277,140.016584,141.2862158,23319562,Apple
4/19/17,141.88,142,140.45,140.68,17328375,0,1,140.7307519,140.8497798,139.3123351,139.540472,17328375,Apple
4/18/17,141.41,142.04,141.11,141.2,14697544,0,1,140.2645589,140.8894558,139.966989,140.05626,14697544,Apple
4/17/17,141.48,141.88,140.87,141.83,16582094,0,1,140.3339919,140.7307519,139.728933,140.6811569,16582094,Apple
4/13/17,141.91,142.38,141.05,141.05,17822880,0,1,140.7605089,141.2267018,139.907475,139.907475,17822880,Apple
4/12/17,141.6,142.15,141.01,141.8,20350000,0,1,140.4530199,140.9985648,139.867799,140.6513999,20350000,Apple
4/11/17,142.94,143.35,140.06,141.63,30379376,0,1,141.7821657,142.1888446,138.9254941,140.4827769,30379376,Apple
4/10/17,143.6,143.8792,142.9,143.17,18933397,0,1,142.4368196,142.7137581,141.7424897,142.0103027,18933397,Apple
4/7/17,143.73,144.18,143.27,143.34,16658543,0,1,142.5657666,143.0121215,142.1094927,142.1789256,16658543,Apple
4/6/17,144.29,144.52,143.45,143.66,21149034,0,1,143.1212305,143.3493675,142.2880346,142.4963336,21149034,Apple
4/5/17,144.22,145.46,143.81,144.02,27717854,0,1,143.0517975,144.2817533,142.6451186,142.8534176,27717854,Apple
4/4/17,143.25,144.89,143.17,144.77,19891354,0,1,142.0896547,143.7163704,142.0103027,143.5973424,19891354,Apple
